layer,distance,elevation,ID,0.1
,54.80896492,0,0.1022604,7.4
,55.69762907,0,0.1022604,7.5
,56.58629322,0,0.1022604,7.6
,57.04485186,0,0.1022604,7.7
,57.93351601,0,0.1022604,7.8
,58.82218016,0,0.1022604,7.9
,59.28073881,0,0.1022604,8
,60.16940296,0,0.1022604,8.1
,61.05806711,0,0.1022604,8.2
,61.51662575,0,0.1022604,8.3
,62.4052899,0,0.1022604,8.4
,63.29395405,0,0.1022604,8.5
,63.75251269,0,0.1022604,8.6
,64.64117684,0,0.1022604,8.7
,65.52984099,0,0.1022604,8.8
,65.98839963,0,0.1022604,8.9
,66.87706378,0,0.1022604,9
,67.76572793,0,0.1022604,9.1
,68.22428657,0,0.1022604,9.2
,69.11295072,0,0.1022604,9.3
,70.00161488,0,0.1022604,9.4
,70.46017352,0,0.1022604,9.5
,71.34883767,0,0.1022604,9.6
,72.24406338,0,0.1022604,9.7
,72.70262202,0,0.1022604,9.8
,73.59128617,0,0.1022604,9.9
,74.04984481,0,0.1022604,10
,74.93850896,0,0.1022604,10.1
,75.82717311,0,0.1022604,10.2
,76.28573176,0,0.1022604,10.3
,77.17439591,0,0.1022604,10.4
,78.06306006,0,0.1022604,10.5
,78.5216187,0,0.1022604,10.6
,79.41028285,0,0.1022604,10.7
,80.298947,0,0.1022604,10.8
,80.75750564,0,0.1022604,10.9
,81.64616979,0,0.1022604,11
,82.53483394,0,0.1022604,11.1
,82.99339258,0,0.1022604,11.2
,83.88205673,0,0.1022604,11.3
,84.77072088,0,0.1022604,11.4
,85.22927953,0,0.1022604,11.5
,86.11794368,0,0.1022604,11.6
,87.00660783,0,0.1022604,11.7
,87.46516647,0,0.1022604,11.8
,88.35383062,0,0.1022604,11.9
,89.24249477,0,0.1022604,12
,89.70105341,0,0.1022604,12.1
,90.58971756,0,0.1022604,12.2
,91.47838171,0,0.1022604,12.3
,91.93694035,0,0.1022604,12.4
,92.8256045,0,0.1022604,12.5
,93.71426865,0,0.1022604,12.6
,94.1728273,0,0.1022604,12.7
,95.06149145,0,0.1022604,12.8
,95.9501556,0,0.1022604,12.9
,96.40871424,0,0.1022604,13
,97.29737839,0,0.1022604,13.1
,98.18604254,0,0.1022604,13.2
,98.64460118,0,0.1022604,13.3
,99.53326533,0,0.1022604,13.4
,100.4219295,0,0.1022604,13.5
,100.8804881,0,0.1022604,13.6
,101.7691523,0,0.1022604,13.7
,102.6578164,0,0.1022604,13.8
,103.1163751,0,0.1022604,13.9
,104.0050392,0,0.1022604,14
,104.8937034,0,0.1022604,14.1
,105.352262,0,0.1022604,14.2
,106.2409262,0,0.1022604,14.3
,107.1295903,0,0.1022604,14.4
,107.5881489,0,0.1022604,14.5
,108.4768131,0,0.1022604,14.6
,108.9353717,0,0.1022604,14.7
,109.8240359,0,0.1022604,14.8
,110.7127,0,0.1022604,14.9
,111.1712587,0,0.1022604,15
,112.0599228,0,0.1022604,15.1
,112.948587,0,0.1022604,15.2
,113.4071456,0,0.1022604,15.3
,114.2958098,0,0.1022604,15.4
,115.1844739,0,0.1022604,15.5
,115.6430326,0,0.1022604,15.6
,116.5316967,0,0.1022604,15.7
,117.4203609,0,0.1022604,15.8
,117.8789195,0,0.1022604,15.9
,118.7675837,0,0.1022604,16
,119.6562478,0,0.1022604,16.1
,120.1148065,0,0.1022604,16.2
,121.0034706,0,0.1022604,16.3
,121.8921348,0,0.1022604,16.4
,122.3506934,0,0.1022604,16.5
,123.2393575,0,0.1022604,16.6
,124.1280217,0,0.1022604,16.7
,124.5865803,0,0.1022604,16.8
,125.4752445,0,0.1022604,16.9
,126.3639086,0,0.1022604,17
,126.8224673,0,0.1022604,17.1
,127.7111314,0,0.1022604,17.2
,128.5997956,0,0.1022604,17.3
,129.0583542,0,0.1022604,17.4
,129.9470184,0,0.1022604,17.5
,130.8356825,0,0.1022604,17.6
,131.2942412,0,0.1022604,17.7
,132.1829053,0,0.1022604,17.8
,133.0715695,0,0.1022604,17.9
,133.5301281,0,0.1022604,18
,134.4187923,0,0.1022604,18.1
,135.3074564,0,0.1022604,18.2
,135.7660151,0,0.1022604,18.3
,136.6546792,0,0.1022604,18.4
,137.5433434,0,0.1022604,18.5
,138.001902,0,0.1022604,18.6
,138.8905661,0,0.1022604,18.7
,139.7792303,0,0.1022604,18.8
,140.2377889,0,0.1022604,18.9
,141.1264531,0,0.1022604,19
,142.0151172,0,0.1022604,19.1
,142.4736759,0,0.1022604,19.2
,143.36234,0,0.1022604,19.3
,143.8208987,0,0.1022604,19.4
,144.7161244,0,0.1022604,19.5
,145.6047885,0,0.1022604,19.6
,146.0633472,0,0.1022604,19.7
,146.9520113,0,0.1022604,19.8
,147.8406755,0,0.1022604,19.9
,148.2992341,0,0.1022604,20
,149.1878983,0,0.1022604,20.1
,150.0765624,0,0.1022604,20.2
,150.5351211,0,0.1022604,20.3
,151.4237852,0,0.1022604,20.4
,152.3124494,0,0.1022604,20.5
,152.771008,0,0.1022604,20.6
,153.6596722,0,0.1022604,20.7
,154.5483363,0,0.1022604,20.8
,155.0068949,0,0.1022604,20.9
,155.8955591,0,0.1022604,21
,156.7842232,0,0.1022604,21.1
,157.2427819,0,0.1022604,21.2
,158.131446,0,0.1022604,21.3
,159.0201102,0,0.1022604,21.4
,159.4786688,0,0.1022604,21.5
,160.367333,0,0.1022604,21.6
,161.2559971,0,0.1022604,21.7
,161.7145558,0,0.1022604,21.8
,162.6032199,0,0.1022604,21.9
,163.4918841,0,0.1022604,22
,163.9504427,0,0.1022604,22.1
,164.8391069,0,0.1022604,22.2
,165.727771,0,0.1022604,22.3
,166.1863297,0,0.1022604,22.4
,167.0749938,0,0.1022604,22.5
,167.963658,0,0.1022604,22.6
,168.4222166,0,0.1022604,22.7
,169.3108808,0,0.1022604,22.8
,170.1995449,0,0.1022604,22.9
,170.6708283,0,0.1022604,23
,171.5594924,0,0.1022604,23.1
,172.4481566,0,0.1022604,23.2
,172.9067152,0,0.1022604,23.3
,173.7953794,0,0.1022604,23.4
,174.6840435,0,0.1022604,23.5
,175.1426022,0,0.1022604,23.6
,176.0312663,0,0.1022604,23.7
,176.9199305,0,0.1022604,23.8
,177.3784891,0,0.1022604,23.9
,178.2671532,0,0.1022604,24
,179.1558174,0,0.1022604,24.1
,179.614376,0,0.1022604,24.2
,180.5030402,0,0.1022604,24.3
,180.9615988,0,0.1022604,24.4
,181.850263,0,0.1022604,24.5
,182.7389271,0,0.1022604,24.6
,183.1974858,0,0.1022604,24.7
,184.0861499,0,0.1022604,24.8
,184.9748141,0,0.1022604,24.9
,185.4333727,0,0.1022604,25
,186.3220369,0,0.1022604,25.1
,187.210701,0,0.1022604,25.2
,187.6692597,0,0.1022604,25.3
,188.5579238,0,0.1022604,25.4
,189.446588,0,0.1022604,25.5
,189.9051466,0,0.1022604,25.6
,190.7938108,0,0.1022604,25.7
,191.6824749,0,0.1022604,25.8
,192.1410335,0,0.1022604,25.9
,193.0296977,0,0.1022604,26
,193.9183618,0,0.1022604,26.1
,194.3769205,0,0.1022604,26.2
,195.2655846,0,0.1022604,26.3
,196.1542488,0,0.1022604,26.4
,196.6128074,0,0.1022604,26.5
,197.5014716,0,0.1022604,26.6
,198.3901357,0,0.1022604,26.7
,198.8486944,0,0.1022604,26.8
,199.7373585,0,0.1022604,26.9
,200.6260227,0,0.1022604,27
,201.0845813,0,0.1022604,27.1
,201.9732455,0,0.1022604,27.2
,202.8619096,0,0.1022604,27.3
,203.3204683,0,0.1022604,27.4
,204.2091324,0,0.1022604,27.5
,205.0977966,0,0.1022604,27.6
,205.5563552,0,0.1022604,27.7
,206.4450194,0,0.1022604,27.8
,207.3336835,0,0.1022604,27.9
,207.7922421,0,0.1022604,28
,208.6809063,0,0.1022604,28.1
,209.5695704,0,0.1022604,28.2
,210.0281291,0,0.1022604,28.3
,210.9167932,0,0.1022604,28.4
,211.8054574,0,0.1022604,28.5
,212.264016,0,0.1022604,28.6
,213.1526802,0,0.1022604,28.7
,214.0413443,0,0.1022604,28.8
,214.499903,0,0.1022604,28.9
,215.3885671,0,0.1022604,29
,215.8471258,0,0.1022604,29.1
,216.7423515,0,0.1022604,29.2
,217.6310156,0,0.1022604,29.3
,218.0895743,0,0.1022604,29.4
,218.9782384,0,0.1022604,29.5
,219.8669026,0,0.1022604,29.6
,220.3254612,0,0.1022604,29.7
,221.2141254,0,0.1022604,29.8
,222.1027895,0,0.1022604,29.9
,222.5613482,0,0.1022604,30
,223.4500123,0,0.1022604,30.1
,224.3386765,0,0.1022604,30.2
,224.7972351,0,0.1022604,30.3
,225.6858992,0,0.1022604,30.4
,226.5745634,0,0.1022604,30.5
,227.033122,0,0.1022604,30.6
,227.9217862,0,0.1022604,30.7
,228.8104503,0,0.1022604,30.8
,229.269009,0,0.1022604,30.9
,230.1576731,0,0.1022604,31
,231.0463373,0,0.1022604,31.1
,231.5048959,0,0.1022604,31.2
,232.3935601,0,0.1022604,31.3
,233.2822242,0,0.1022604,31.4
,233.7407829,0,0.1022604,31.5
,234.629447,0,0.1022604,31.6
,235.5181112,0,0.1022604,31.7
,235.9766698,0,0.1022604,31.8
,236.865334,0,0.1022604,31.9
,237.7539981,0,0.1022604,32
,238.2125567,0,0.1022604,32.1
,239.1012209,0,0.1022604,32.2
,239.989885,0,0.1022604,32.3
,240.4484437,0,0.1022604,32.4
,241.3371078,0,0.1022604,32.5
,242.225772,0,0.1022604,32.6
,242.6843306,0,0.1022604,32.7
,243.5729948,0,0.1022604,32.8
,244.4616589,0,0.1022604,32.9
,244.9202176,0,0.1022604,33
,245.8088817,0,0.1022604,33.1
,246.6975459,0,0.1022604,33.2
,247.1561045,0,0.1022604,33.3
,248.0447687,0,0.1022604,33.4
,248.9334328,0,0.1022604,33.5
,249.3919915,0,0.1022604,33.6
,250.2806556,0,0.1022604,33.7
,250.7392143,0,0.1022604,33.8
,251.6278784,0,0.1022604,33.9
,252.5165426,0,0.1022604,34
,252.9751012,0,0.1022604,34.1
,253.8637653,0,0.1022604,34.2
,254.7524295,0,0.1022604,34.3
,255.2109881,0,0.1022604,34.4
,256.0996523,0,0.1022604,34.5
,256.9883164,0,0.1022604,34.6
,257.4468751,0,0.1022604,34.7
,258.3355392,0,0.1022604,34.8
,259.2242034,0,0.1022604,34.9
,259.682762,0,0.1022604,35
,260.5714262,0,0.1022604,35.1
,261.4600903,0,0.1022604,35.2
,261.918649,0,0.1022604,35.3
,262.8073131,0,0.1022604,35.4
,263.6959773,0,0.1022604,35.5
,264.1545359,0,0.1022604,35.6
,265.0432001,0,0.1022604,35.7
,265.9318642,0,0.1022604,35.8
,266.3904228,0,0.1022604,35.9
,267.279087,0,0.1022604,36
,268.1677511,0,0.1022604,36.1
,268.6263098,0,0.1022604,36.2
,269.5149739,0,0.1022604,36.3
,270.4036381,0,0.1022604,36.4
,270.8621967,0,0.1022604,36.5
,271.7508609,0,0.1022604,36.6
,272.639525,0,0.1022604,36.7
,273.0980837,0,0.1022604,36.8
,273.9867478,0,0.1022604,36.9
,274.875412,0,0.1022604,37
,275.3339706,0,0.1022604,37.1
,276.2226348,0,0.1022604,37.2
,277.1112989,0,0.1022604,37.3
,277.5698576,0,0.1022604,37.4
,278.4585217,0,0.1022604,37.5
,279.3471859,0,0.1022604,37.6
,279.8057445,0,0.1022604,37.7
,280.6944087,0,0.1022604,37.8
,281.5830728,0,0.1022604,37.9
,282.0416314,0,0.1022604,38
,282.9302956,0,0.1022604,38.1
,283.8189597,0,0.1022604,38.2
,284.2775184,0,0.1022604,38.3
,285.1661825,0,0.1022604,38.4
,285.6247412,0,0.1022604,38.5
,286.5134053,0,0.1022604,38.6
,287.4020695,0,0.1022604,38.7
,287.8606281,0,0.1022604,38.8
,288.7558538,0,0.1022604,38.9
,289.644518,0,0.1022604,39
,290.1030766,0,0.1022604,39.1
,290.9917408,0,0.1022604,39.2
,291.8804049,0,0.1022604,39.3
,292.3389636,0,0.1022604,39.4
,293.2276277,0,0.1022604,39.5
,294.1162919,0,0.1022604,39.6
,294.5748505,0,0.1022604,39.7
,295.4635147,0,0.1022604,39.8
,296.3521788,0,0.1022604,39.9
,296.8107375,0,0.1022604,40
,297.6994016,0,0.1022604,40.1
,298.5880658,0,0.1022604,40.2
,299.0466244,0,0.1022604,40.3
,299.9352885,0,0.1022604,40.4
,300.8239527,0,0.1022604,40.5
,301.2825113,0,0.1022604,40.6
,302.1711755,0,0.1022604,40.7
,303.0598396,0,0.1022604,40.8
,303.5183983,0,0.1022604,40.9
,304.4070624,0,0.1022604,41
,305.2957266,0,0.1022604,41.1
,305.7542852,0,0.1022604,41.2
,306.6429494,0,0.1022604,41.3
,307.5316135,0,0.1022604,41.4
,307.9901722,0,0.1022604,41.5
,308.8788363,0,0.1022604,41.6
,309.7675005,0,0.1022604,41.7
,310.2387838,0,0.1022604,41.8
,311.127448,0,0.1022604,41.9
,312.0161121,0,0.1022604,42
,312.4746708,0,0.1022604,42.1
,313.3633349,0,0.1022604,42.2
,314.2519991,0,0.1022604,42.3
,314.7105577,0,0.1022604,42.4
,315.5992219,0,0.1022604,42.5
,316.487886,0,0.1022604,42.6
,316.9464447,0,0.1022604,42.7
,317.8351088,0,0.1022604,42.8
,318.723773,0,0.1022604,42.9
,319.1823316,0,0.1022604,43
,320.0709958,0,0.1022604,43.1
,320.9596599,0,0.1022604,43.2
,321.4182186,0,0.1022604,43.3
,322.3068827,0,0.1022604,43.4
,322.7654413,0,0.1022604,43.5
,323.6541055,0,0.1022604,43.6
,324.5427696,0,0.1022604,43.7
,325.0013283,0,0.1022604,43.8
,325.8899924,0,0.1022604,43.9
,326.7786566,0,0.1022604,44
,327.2372152,0,0.1022604,44.1
,328.1258794,0,0.1022604,44.2
,329.0145435,0,0.1022604,44.3
,329.4731022,0,0.1022604,44.4
,330.3617663,0,0.1022604,44.5
,331.2504305,0,0.1022604,44.6
,331.7089891,0,0.1022604,44.7
,332.5976533,0,0.1022604,44.8
,333.4863174,0,0.1022604,44.9
,333.9448761,0,0.1022604,45
,334.8335402,0,0.1022604,45.1
,335.7222044,0,0.1022604,45.2
,336.180763,0,0.1022604,45.3
,337.0694271,0,0.1022604,45.4
,337.9580913,0,0.1022604,45.5
,338.4166499,0,0.1022604,45.6
,339.3053141,0,0.1022604,45.7
,340.1939782,0,0.1022604,45.8
,340.6525369,0,0.1022604,45.9
,341.541201,0,0.1022604,46
,342.4298652,0,0.1022604,46.1
,342.8884238,0,0.1022604,46.2
,343.777088,0,0.1022604,46.3
,344.6657521,0,0.1022604,46.4
,345.1243108,0,0.1022604,46.5
,346.0129749,0,0.1022604,46.6
,346.9016391,0,0.1022604,46.7
,347.3601977,0,0.1022604,46.8
,348.2488619,0,0.1022604,46.9
,349.137526,0,0.1022604,47
,349.5960847,0,0.1022604,47.1
,350.4847488,0,0.1022604,47.2
,351.373413,0,0.1022604,47.3
,351.8319716,0,0.1022604,47.4
,352.7206357,0,0.1022604,47.5
,353.6092999,0,0.1022604,47.6
,354.0678585,0,0.1022604,47.7
,354.9565227,0,0.1022604,47.8
,355.8451868,0,0.1022604,47.9
,356.3037455,0,0.1022604,48
,357.1924096,0,0.1022604,48.1
,357.6509683,0,0.1022604,48.2
,358.5396324,0,0.1022604,48.3
,359.4282966,0,0.1022604,48.4
,359.8868552,0,0.1022604,48.5
,360.7820809,0,0.1022604,48.6
,361.6707451,0,0.1022604,48.7
,362.1293037,0,0.1022604,48.8
,363.0179679,0,0.1022604,48.9
,363.906632,0,0.1022604,49
,364.3651907,0,0.1022604,49.1
,365.2538548,0,0.1022604,49.2
,366.142519,0,0.1022604,49.3
,366.6010776,0,0.1022604,49.4
,367.4897418,0,0.1022604,49.5
,368.3784059,0,0.1022604,49.6
,368.8369645,0,0.1022604,49.7
,369.7256287,0,0.1022604,49.8
,370.6142928,0,0.1022604,49.9
,371.0728515,0,0.1022604,50
,371.9615156,0,0.1022604,50.1
,372.8501798,0,0.1022604,50.2
,373.3087384,0,0.1022604,50.3
,374.1974026,0,0.1022604,50.4
,375.0860667,0,0.1022604,50.5
,375.5446254,0,0.1022604,50.6
,376.4332895,0,0.1022604,50.7
,377.3219537,0,0.1022604,50.8
,377.7805123,0,0.1022604,50.9
,378.6691765,0,0.1022604,51
,379.5578406,0,0.1022604,51.1
,380.0163993,0,0.1022604,51.2
,380.9050634,0,0.1022604,51.3
,381.7937276,0,0.1022604,51.4
,382.2522862,0,0.1022604,51.5
,383.1409504,0,0.1022604,51.6
,384.0296145,0,0.1022604,51.7
,384.4881731,0,0.1022604,51.8
,385.3768373,0,0.1022604,51.9
,386.2655014,0,0.1022604,52
,386.7240601,0,0.1022604,52.1
,387.6127242,0,0.1022604,52.2
,388.5013884,0,0.1022604,52.3
,388.959947,0,0.1022604,52.4
,389.8486112,0,0.1022604,52.5
,390.7372753,0,0.1022604,52.6
,391.195834,0,0.1022604,52.7
,392.0844981,0,0.1022604,52.8
,392.5430568,0,0.1022604,52.9
,393.4317209,0,0.1022604,53
,394.3203851,0,0.1022604,53.1
,394.7789437,0,0.1022604,53.2
,395.6676079,0,0.1022604,53.3
,396.556272,0,0.1022604,53.4
,397.0148306,0,0.1022604,53.5
,397.9034948,0,0.1022604,53.6
,398.7921589,0,0.1022604,53.7
,399.2507176,0,0.1022604,53.8
,400.1393817,0,0.1022604,53.9
,401.0280459,0,0.1022604,54
,401.4866045,0,0.1022604,54.1
,402.3752687,0,0.1022604,54.2
,403.2639328,0,0.1022604,54.3
,403.7224915,0,0.1022604,54.4
,404.6111556,0,0.1022604,54.5
,405.4998198,0,0.1022604,54.6
,405.9583784,0,0.1022604,54.7
,406.8470426,0,0.1022604,54.8
,407.7357067,0,0.1022604,54.9
,408.1942654,0,0.1022604,55
,409.0829295,0,0.1022604,55.1
,409.9715937,0,0.1022604,55.2
,410.4301523,0,0.1022604,55.3
,411.3188165,0,0.1022604,55.4
,412.2074806,0,0.1022604,55.5
,412.6660392,0,0.1022604,55.6
,413.5547034,0,0.1022604,55.7
,414.4433675,0,0.1022604,55.8
,414.9019262,0,0.1022604,55.9
,415.7905903,0,0.1022604,56
,416.6792545,0,0.1022604,56.1
,417.1378131,0,0.1022604,56.2
,418.0264773,0,0.1022604,56.3
,418.9151414,0,0.1022604,56.4
,419.3737001,0,0.1022604,56.5
,420.2623642,0,0.1022604,56.6
,421.1510284,0,0.1022604,56.7
,421.609587,0,0.1022604,56.8
,422.4982512,0,0.1022604,56.9
,423.3869153,0,0.1022604,57
,423.845474,0,0.1022604,57.1
,424.7341381,0,0.1022604,57.2
,425.6228023,0,0.1022604,57.3
,426.0813609,0,0.1022604,57.4
,426.970025,0,0.1022604,57.5
,427.4285837,0,0.1022604,57.6
,428.3172478,0,0.1022604,57.7
,429.205912,0,0.1022604,57.8
,429.6644706,0,0.1022604,57.9
,430.5531348,0,0.1022604,58
,431.4417989,0,0.1022604,58.1
,431.9003576,0,0.1022604,58.2
,432.7955833,0,0.1022604,58.3
,433.6842474,0,0.1022604,58.4
,434.1428061,0,0.1022604,58.5
,435.0314702,0,0.1022604,58.6
,435.9201344,0,0.1022604,58.7
,436.378693,0,0.1022604,58.8
,437.2673572,0,0.1022604,58.9
,438.1560213,0,0.1022604,59
,438.61458,0,0.1022604,59.1
,439.5032441,0,0.1022604,59.2
,440.3919083,0,0.1022604,59.3
,440.8504669,0,0.1022604,59.4
,441.7391311,0,0.1022604,59.5
,442.6277952,0,0.1022604,59.6
,443.0863539,0,0.1022604,59.7
,443.975018,0,0.1022604,59.8
,444.8636822,0,0.1022604,59.9
,445.3222408,0,0.1022604,60
,446.2109049,0,0.1022604,60.1
,447.0995691,0,0.1022604,60.2
,447.5581277,0,0.1022604,60.3
,448.4467919,0,0.1022604,60.4
,449.335456,0,0.1022604,60.5
,449.8067394,0,0.1022604,60.6
,450.6954036,0,0.1022604,60.7
,451.5840677,0,0.1022604,60.8
,452.0426264,0,0.1022604,60.9
,452.9312905,0,0.1022604,61
,453.8199547,0,0.1022604,61.1
,454.2785133,0,0.1022604,61.2
,455.1671774,0,0.1022604,61.3
,456.0558416,0,0.1022604,61.4
,456.5144002,0,0.1022604,61.5
,457.4030644,0,0.1022604,61.6
,458.2917285,0,0.1022604,61.7
,458.7502872,0,0.1022604,61.8
,459.6389513,0,0.1022604,61.9
,460.5276155,0,0.1022604,62
,460.9861741,0,0.1022604,62.1
,461.8748383,0,0.1022604,62.2
,462.7635024,0,0.1022604,62.3
,463.2220611,0,0.1022604,62.4
,464.1107252,0,0.1022604,62.5
,464.5692839,0,0.1022604,62.6
,465.457948,0,0.1022604,62.7
,466.3466122,0,0.1022604,62.8
,466.8051708,0,0.1022604,62.9
,467.6938349,0,0.1022604,63
,468.5824991,0,0.1022604,63.1
,469.0410577,0,0.1022604,63.2
,469.9297219,0,0.1022604,63.3
,470.818386,0,0.1022604,63.4
,471.2769447,0,0.1022604,63.5
,472.1656088,0,0.1022604,63.6
,473.054273,0,0.1022604,63.7
,473.5128316,0,0.1022604,63.8
,474.4014958,0,0.1022604,63.9
,475.2901599,0,0.1022604,64
,475.7487186,0,0.1022604,64.1
,476.6373827,0,0.1022604,64.2
,477.5260469,0,0.1022604,64.3
,477.9846055,0,0.1022604,64.4
,478.8732697,0,0.1022604,64.5
,479.7619338,0,0.1022604,64.6
,480.2204925,0,0.1022604,64.7
,481.1091566,0,0.1022604,64.8
,481.9978208,0,0.1022604,64.9
,482.4563794,0,0.1022604,65
,483.3450435,0,0.1022604,65.1
,484.2337077,0,0.1022604,65.2
,484.6922663,0,0.1022604,65.3
,485.5809305,0,0.1022604,65.4
,486.4695946,0,0.1022604,65.5
,486.9281533,0,0.1022604,65.6
,487.8168174,0,0.1022604,65.7
,488.7054816,0,0.1022604,65.8
,489.1640402,0,0.1022604,65.9
,490.0527044,0,0.1022604,66
,490.9413685,0,0.1022604,66.1
,491.3999272,0,0.1022604,66.2
,492.2885913,0,0.1022604,66.3
,493.1772555,0,0.1022604,66.4
,493.6358141,0,0.1022604,66.5
,494.5244783,0,0.1022604,66.6
,495.4131424,0,0.1022604,66.7
,495.871701,0,0.1022604,66.8
,496.7603652,0,0.1022604,66.9
,497.6490293,0,0.1022604,67
,498.107588,0,0.1022604,67.1
,498.9962521,0,0.1022604,67.2
,499.4548108,0,0.1022604,67.3
,500.3434749,0,0.1022604,67.4
,501.2321391,0,0.1022604,67.5
,501.6906977,0,0.1022604,67.6
,502.5793619,0,0.1022604,67.7
,503.468026,0,0.1022604,67.8
,503.9265847,0,0.1022604,67.9
,504.8218104,0,0.1022604,68
,505.7104745,0,0.1022604,68.1
,506.1690332,0,0.1022604,68.2
,507.0576973,0,0.1022604,68.3
,507.9463615,0,0.1022604,68.4
,508.4049201,0,0.1022604,68.5
,509.2935843,0,0.1022604,68.6
,510.1822484,0,0.1022604,68.7
,510.6408071,0,0.1022604,68.8
,511.5294712,0,0.1022604,68.9
,512.4181354,0,0.1022604,69
,512.876694,0,0.1022604,69.1
,513.7653581,0,0.1022604,69.2
,514.6540223,0,0.1022604,69.3
,515.1125809,0,0.1022604,69.4
,516.0012451,0,0.1022604,69.5
,516.8899092,0,0.1022604,69.6
,517.3484679,0,0.1022604,69.7
,518.237132,0,0.1022604,69.8
,519.1257962,0,0.1022604,69.9
,519.5843548,0,0.1022604,70
,520.473019,0,0.1022604,70.1
,521.3616831,0,0.1022604,70.2
,521.8202418,0,0.1022604,70.3
,522.7089059,0,0.1022604,70.4
,523.5975701,0,0.1022604,70.5
,524.0561287,0,0.1022604,70.6
,524.9447929,0,0.1022604,70.7
,525.833457,0,0.1022604,70.8
,526.2920157,0,0.1022604,70.9
,527.1806798,0,0.1022604,71
,528.069344,0,0.1022604,71.1
,528.5279026,0,0.1022604,71.2
,529.4165667,0,0.1022604,71.3
,530.3052309,0,0.1022604,71.4
,530.7637895,0,0.1022604,71.5
,531.6524537,0,0.1022604,71.6
,532.5411178,0,0.1022604,71.7
,532.9996765,0,0.1022604,71.8
,533.8883406,0,0.1022604,71.9
,534.3468993,0,0.1022604,72
,535.2355634,0,0.1022604,72.1
,536.1242276,0,0.1022604,72.2
,536.5827862,0,0.1022604,72.3
,537.4714504,0,0.1022604,72.4
,538.3601145,0,0.1022604,72.5
,538.8186732,0,0.1022604,72.6
,539.7073373,0,0.1022604,72.7
,540.5960015,0,0.1022604,72.8
,541.0545601,0,0.1022604,72.9
,541.9432243,0,0.1022604,73
,542.8318884,0,0.1022604,73.1
,543.290447,0,0.1022604,73.2
,544.1791112,0,0.1022604,73.3
,545.0677753,0,0.1022604,73.4
,545.526334,0,0.1022604,73.5
,546.4149981,0,0.1022604,73.6
,547.3036623,0,0.1022604,73.7
,547.7622209,0,0.1022604,73.8
,548.6508851,0,0.1022604,73.9
,549.5395492,0,0.1022604,74
,549.9981079,0,0.1022604,74.1
,550.886772,0,0.1022604,74.2
,551.7754362,0,0.1022604,74.3
,552.2339948,0,0.1022604,74.4
,553.122659,0,0.1022604,74.5
,554.0113231,0,0.1022604,74.6
